scene,modality,pairs,gray_frac,smooth,источник
652b559722ab8700015dc9b3,photo,4,0.0053,1.46002,автоматически
652f2862fb9f0500010165b0,photo,15,0.0059,1.18283,автоматически
6531e4f569c25a00012826e0,photo,6,0.0039,0.95639,автоматически
65328e3c69c25a00012826f3,photo,1,0.0205,1.33405,автоматически
65347a3b69c25a0001282730,photo,14,0.0262,1.15037,автоматически
654235fff0cdb700011d7a4f,photo,4,0.0045,1.48412,автоматически
65424d51f0cdb700011d7a5a,photo,12,0.0057,0.80421,автоматически
6547dc30f60c3400016677ff,photo,15,0.0213,1.48416,автоматически
655546fc404ec5000161c692,photo,2,0.0089,1.08331,автоматически
655780663aa0a700013167ca,photo,26,0.1869,1.39187,автоматически
655780663aa0a700013167cc,photo,27,0.0069,0.98026,автоматически
655786c53aa0a700013167dd,photo,1,0.0011,0.87701,автоматически
65578fb43aa0a700013167eb,photo,3,0.0012,1.01167,автоматически
65734bb1694a1c0001aa44e1,photo,19,0.0009,1.62389,автоматически
65766bf8e8628500014ae603,photo,2,0.054,0.99762,автоматически
65a8d9c471b11e0001cea7ee,photo,12,0.0087,1.71544,автоматически
65a8e37171b11e0001cea7f4,photo,3,0.0049,1.35236,автоматически
65b3d18471b11e0001cea9a0,photo,18,0.0042,1.50433,автоматически
65c4b971ed310f000161306b,photo,27,0.0019,1.21944,автоматически
65c6d3c58931500001717dd7,photo,5,0.0031,1.93033,автоматически
65ca69ee8931500001717e75,photo,3,0.0031,1.77609,автоматически
65d9fa657175970001f7182e,photo,3,0.0023,1.63834,автоматически
65da29737175970001f71839,photo,3,0.0032,1.43579,автоматически
65da29737175970001f7183a,photo,2,0.0014,2.01548,автоматически
65dcaa807175970001f7189f,photo,2,0.0049,1.26097,автоматически
65df47987175970001f7192d,relief,2,1.0,2.16086,глазами
65e615cee6f8d400012823a2,photo,3,0.0254,1.28671,автоматически
65e750a6eda08f0001ffcee4,photo,12,0.0,1.42843,автоматически
65e7833deda08f0001ffcef1,photo,21,0.0,1.44966,автоматически
65f8b818ea431b000145adeb,photo,3,0.0056,1.269,автоматически
65f8b818ea431b000145adec,photo,1,0.0027,1.10986,автоматически
65f8b818ea431b000145aded,photo,3,0.0086,0.85769,автоматически
65f8b818ea431b000145adf1,photo,1,0.0013,1.03742,автоматически
65f8b818ea431b000145adf3,photo,2,0.0021,1.33035,автоматически
65f8b818ea431b000145adf4,photo,3,0.0011,1.28709,автоматически
661a44791e47d00001ac0324,photo,15,0.0045,1.63001,автоматически
661caee21e47d00001ac0363,photo,12,0.0033,1.31973,автоматически
662f32616049ef00013b8115,photo,4,0.0133,1.60268,автоматически
663252376049ef00013b81e4,photo,9,0.0002,1.32857,автоматически
663275906049ef00013b81e9,photo,6,0.0123,1.14896,автоматически
6633b7da6049ef00013b824a,photo,19,0.0148,1.26151,автоматически
6633d1146049ef00013b8257,photo,1,0.0003,0.66311,автоматически
6633de4b6049ef00013b825f,photo,9,0.0015,1.06765,автоматически
663405156049ef00013b8274,photo,21,0.0035,1.20833,автоматически
663418f36049ef00013b8277,photo,27,0.0653,1.11159,автоматически
663421596049ef00013b827b,photo,6,0.0172,1.26472,автоматически
663526ef6049ef00013b82fc,photo,1,0.0064,1.29897,автоматически
663547f56049ef00013b8302,photo,1,0.0048,1.26777,автоматически
66354fcd6049ef00013b830c,photo,3,0.0041,1.76159,автоматически
6637adc66049ef00013b8398,photo,18,0.0044,1.7954,автоматически
6637b2406049ef00013b839f,photo,2,0.0033,0.97659,автоматически
663897066049ef00013b83b2,photo,1,0.0058,1.22812,автоматически
6638a73f6049ef00013b83bc,photo,23,0.0079,1.36413,автоматически
6643671d9af9850001610ad8,photo,3,0.002,1.01384,автоматически
664a10a449dd860001fae068,photo,3,0.0073,1.53668,автоматически
66548ad749dd860001fae239,photo,3,0.01,1.38759,автоматически
66622f783ff7660001bc9708,photo,15,0.0112,1.28242,автоматически
666b7775f1cf8e0001fb2f0c,photo,3,0.0021,1.64629,автоматически
6670256bf1cf8e0001fb2f88,photo,6,0.0,1.72482,автоматически
669e2e8178128a0001441702,photo,1,0.0009,1.16494,автоматически
66afb9ac7fa78f00018c95b3,photo,1,0.0013,0.96791,автоматически
66c38a4938fdcc0001dc7137,photo,3,0.0117,1.54206,автоматически
66c4e5c00378ba0001bb5e0b,photo,9,0.0259,1.81515,автоматически
66cf4fa811a1ae0001f7afbe,photo,12,0.0008,1.31285,автоматически
66d536d611a1ae0001f7b098,photo,1,0.0144,1.4322,автоматически
66deb0c2cd0baa0001b61ff1,photo,6,0.002,1.19084,автоматически
66f29db15b27b10001e4b6d1,photo,6,0.0149,1.00978,автоматически
66f7320a5b27b10001e4b796,photo,27,0.0002,1.45189,автоматически
66fb0b6023ed2600011d5273,photo,4,0.0018,1.00201,автоматически
66fb186a23ed2600011d5276,photo,9,0.0055,1.47533,автоматически
6703ee5f327f3c00012b0dfb,relief,1,1.0,0.97134,глазами
670592dc327f3c00012b0f12,photo,27,0.0278,1.15622,автоматически
670592dd327f3c00012b0f14,photo,20,0.0172,0.98515,автоматически
670592dd327f3c00012b0f18,photo,27,0.035,1.09686,автоматически
67059310327f3c00012b0f2e,photo,27,0.0384,0.97174,автоматически
67059319327f3c00012b0f5e,photo,27,0.0016,0.9123,автоматически
67059319327f3c00012b0f60,photo,27,0.0186,1.21565,автоматически
6705931a327f3c00012b0f66,photo,3,0.0091,1.19629,автоматически
6705931a327f3c00012b0f68,photo,6,0.0138,1.02065,автоматически
6705931b327f3c00012b0f6a,photo,3,0.0064,1.0051,автоматически
6705931b327f3c00012b0f6c,photo,3,0.0095,0.90042,автоматически
6723a2e4a17ee50001c9612f,photo,27,0.0015,1.23478,автоматически
672b6713aaec3200017871ae,photo,3,0.0074,1.26527,автоматически
672cc90504bd070001991c3e,photo,3,0.0011,0.89578,автоматически
672f4e3d04bd070001991ca6,photo,1,0.0124,1.09633,автоматически
6734e5335604c600010b4316,photo,2,0.0009,1.03426,автоматически
6734e85f5604c600010b4321,photo,3,0.0002,1.60815,автоматически
6734e9ae5604c600010b4324,photo,1,0.0004,1.10801,автоматически
6734f7455604c600010b4330,photo,9,0.0021,1.50208,автоматически
673e4b1ca9a0dd0001ad2c2a(1),photo,2,0.0104,1.31572,автоматически
6746415061d8410001b28a13,photo,1,0.0049,1.52345,автоматически
676180b82c41e60001b76567,photo,1,0.0009,1.04876,автоматически
6782b3a4a07cc20001818cee,photo,1,0.0108,1.1281,автоматически
6789216f1b953900016c6906,photo,6,0.0128,1.54844,автоматически
6789216f1b953900016c6906(1),photo,6,0.0128,1.54844,автоматически
67a7b1ed3109fff30a59c383,photo,6,0.0,1.0556,автоматически
67b3921452200bd46b3a26d3,photo,1,0.0007,1.05448,автоматически
67b862946f33238dbf8a7629,photo,1,0.0095,1.52864,автоматически
67d58565c8ccd45a00aa3325,photo,3,0.0052,1.33378,автоматически
67d58e6dc8ccd45a00aa3d39,photo,6,0.0161,1.73807,автоматически
67d886201325d3f9345c9753,pan,1,1.0,1.57643,глазами
67db5f80ccf7299e770a7844,relief,1,1.0,1.53862,глазами
67ef3883ca6f76f97a4b0144,photo,6,0.0071,1.75569,автоматически
67efeb6eca6f76f97a4bce2a,relief,6,1.0,1.52776,глазами
680fc6ed5a239162fb6cbae3,photo,3,0.0427,1.15106,автоматически
6817918525ae1db94ad474bd,photo,3,0.0004,1.56264,автоматически
682dca349586b8d5986e1f4b,pan,3,1.0,1.2261,глазами
6849bb0192552e932ff4eee8,photo,9,0.0016,1.15088,автоматически
686b31ff042b629ed84b9dd6,photo,1,0.0024,1.1053,автоматически
6875529f22caa22a41b072f8,photo,3,0.0009,1.08925,автоматически
68783ba1e94692af825cef1a,photo,3,0.0023,1.35928,автоматически
68799977d96a1fcfd6c65fdb,relief,1,1.0,1.3437,глазами
68816f584f9a95b1e536fa1f,pan,1,1.0,1.11005,глазами
6888e945e2874a09097484da,photo,1,0.0006,1.16248,автоматически
688a787d7249587b12b3bd90,photo,15,0.0008,1.62712,автоматически
688b6d381f36a36e4dc4eb6d,photo,3,0.004,1.12617,автоматически
68900d83a95d4b4f7d42ba6b,photo,12,0.0004,1.38086,автоматически
68917a624c782f9c3fbde514,photo,6,0.0006,1.24137,автоматически
68935f8572118d558aa0b61a,pan,3,1.0,1.16526,глазами
6893c359e910ae14ec506a9c,photo,3,0.0013,0.83644,автоматически
6896a23c4c41cdb5244a3bfb,photo,3,0.0011,1.09176,автоматически
68980fd2bbd37f30ca80e0ed,photo,2,0.0025,1.19982,автоматически
689bf534b7cce64034769fa4,photo,6,0.0015,1.39559,автоматически
689f2a597ed99649ec7f2824,photo,2,0.0099,1.04913,автоматически
689f315b7ed99649ec7f3389,photo,3,0.0373,1.21604,автоматически
689f8fde5678a44c65d01db2,photo,3,0.0217,0.93582,автоматически
68a0b526d85096ff88d9a392,photo,9,0.0009,0.94311,автоматически
68a8470d69066a121d9cb4aa,photo,9,0.0076,0.90113,автоматически
68a84c7469066a121d9cb9fa,photo,1,0.0094,1.05567,автоматически
68a91e0b-3ff9-4d9f-be55-7d015bdf504b,photo,3,0.0047,1.09397,автоматически
68abb930da74beb6dcf43bd6,photo,7,0.0009,1.09305,автоматически
68b9250f933f12d326a7642c,photo,71,0.001,1.02687,автоматически
68bc4648be6b4e088eefe907,photo,3,0.0026,1.61821,автоматически
68bce259dddc7bae46a43706,relief,1,1.0,1.24106,глазами
68c785cff2fef56460dd3d64,photo,1,0.0009,1.41318,автоматически
68cb1b6a800626fc89d79ac8,photo,27,0.0196,1.00178,автоматически
68cb46b1800626fc89d7ebb2,photo,15,0.0053,1.13778,автоматически
68cb97cafea39f0ce18be995,photo,3,0.0013,1.61376,автоматически
68cc42150fce059a9fdbd1c3,photo,3,0.0006,1.01503,автоматически
68cdeff14b37dca55fe36fa8,photo,9,0.0033,1.17771,автоматически
68cecb99bba38109e3899aea,photo,6,0.0074,1.27568,автоматически
68d3f0af9b87c9c2af15c41d,photo,19,0.0049,1.37895,автоматически
68e0566ea6f66607c17f166f,photo,3,0.0028,1.747,автоматически
68e131340ee38fc46c2f90f3,photo,3,0.0031,1.52916,автоматически
68e1c1880ee38fc46c2fff7e,photo,3,0.0003,1.3492,автоматически
68e1cfc20ee38fc46c300e21,photo,3,0.0008,1.09911,автоматически
68e309d10786cc228414ad5d,photo,2,0.0024,1.25174,автоматически
68f07bb5e33d981a421a09a6,photo,12,0.0031,1.67418,автоматически
68f3d63137c118f529c05180,photo,15,0.0059,1.27666,автоматически
68f6d330d624af70a7ed8dec,photo,18,0.0021,1.27079,автоматически
68f87b3207721088e158f1bc,photo,6,0.0026,1.48729,автоматически
68f9ccce631d9ba1ce09666e,photo,6,0.0023,1.24257,автоматически
69069f5231709507115b581e,photo,1,0.0005,1.77179,автоматически
6906a74e31709507115b5cf5,photo,1,0.0005,1.31573,автоматически
690a93b40b4b986f96d1c071,photo,1,0.0027,1.69574,автоматически
690a99740b4b986f96d1c9c8,photo,1,0.0005,1.77179,автоматически
690aa3eb0b4b986f96d1dc2b,photo,1,0.0005,1.31573,автоматически
69210ec4ea6ea70d0301df8a,photo,7,0.0202,1.48164,автоматически
6921274aea6ea70d0301efb1,photo,13,0.02,1.85619,автоматически
6951544c9ec18574a42c647c,photo,3,0.0973,0.88196,автоматически
69550f7abc2246a0f0398cec,photo,3,0.0057,1.35296,автоматически
6995d772b97d91551cab1e46,photo,1,0.0104,0.95302,автоматически
699b4231f956718c12e9f797,photo,3,0.0016,1.0695,автоматически
699c053245abfd81d2f37089,photo,3,0.0012,1.28595,автоматически
69a37752e1de1fc8304bc3ba,photo,3,0.0498,1.28935,автоматически
69a599f10b6e2755bd7ea22b,photo,3,0.0039,1.66659,автоматически
69a84f24970e1272d3a0477e,relief,1,1.0,1.61986,глазами
69c059f2f9ab3980e7c354e3,photo,3,0.0105,2.1131,автоматически
69d6b4cb9415aba327dd7486,photo,3,0.1354,1.05233,автоматически
69f986b6cd7de8dda6f76eb6,photo,9,0.0195,1.07331,автоматически
69faa4b890551a4dfc2c6446,photo,22,0.0019,1.27648,автоматически
69fc25d191e4ffdcf28ab7c3,photo,12,0.0028,1.46393,автоматически
6a03fd2f3533f0aa96651530,photo,1,0.0025,0.95994,автоматически
6a26f25af1c2b55eb679e3d0,photo,21,0.0144,1.63839,автоматически
6a270aa65ce57183089ee416,photo,3,0.0252,1.11196,автоматически
6a274bb55ce57183089f33e1,photo,20,0.0148,1.88495,автоматически
6a4e8448b3c436cbc5535670,photo,3,0.0289,0.96426,автоматически
6a4f09b971e50037430d567e,photo,1,0.0025,1.4589,автоматически
6a4f14b671e50037430d60a6,photo,9,0.0011,1.20389,автоматически
6a50591d24dae777609090af,photo,4,0.017,0.83776,автоматически
6a5a1fb35113870063c16720,photo,1,0.0021,1.26687,автоматически
6a5d25a5ac94857a6f4ab38d,photo,9,0.0118,1.39666,автоматически
6a5d4382ac94857a6f4ac8a9,photo,18,0.013,1.52206,автоматически
6a696a28ad341af93b96aa24,photo,3,0.0004,0.75446,автоматически
6a737dc9acbbde5222f1fa35,photo,15,0.0017,1.85802,автоматически
6a8f08f29daab4e74c2ddca5,photo,27,0.0007,1.0795,автоматически
6a8f2f3a8f75f1daf8b39937,photo,27,0.0037,1.25022,автоматически
6a8f9da28f75f1daf8b405b6,photo,26,0.0016,1.07076,автоматически
6a92649bc3a9617c871ea3f7,photo,22,0.0022,2.20899,автоматически
6a92666dc3a9617c871ea506,photo,22,0.0022,2.0324,автоматически
6a926a58c3a9617c871ea6e9,photo,23,0.0079,1.92434,автоматически
6dbd8ba8-a161-46d8-83cc-d3ccc4b032bf,photo,15,0.0014,1.55619,автоматически
71000fb3-0299-4960-93b8-04a5518b5816,photo,20,0.0014,1.09991,автоматически
78e8bdfb-4143-4050-a4b6-2022d49b7dcc,photo,21,0.0043,1.54238,автоматически
78feae3b-5ebf-460a-86bc-e9079f6490f1,photo,3,0.0009,1.2955,автоматически
7984038b-f6b5-49c9-8fb5-b077023ca410,photo,18,0.0013,0.79635,автоматически
7f780751-14e0-4aeb-907e-e07c629c8fae,photo,7,0.0114,1.46279,автоматически
860261e8-d53d-4d15-b2f5-414f0e4c63bb,photo,5,0.0019,0.99661,автоматически
86a6b3cf-aa8a-4be4-81d6-8d6c9aab0976,photo,19,0.0014,1.68653,автоматически
8d864040-7f61-4e69-85f4-07f88f72b1a7,photo,3,0.0011,1.23171,автоматически
927a2f46-ec85-48bb-80f2-0aee4bf982b8,photo,4,0.0026,1.32764,автоматически
92d49698-648b-4a37-95e8-904d65facbaf,photo,1,0.0027,1.63002,автоматически
9c75cb72-e13a-4862-abe4-62058d5e108c,photo,3,0.0082,1.22647,автоматически
9f4aa899-012f-47b0-a878-a8c932a259b0,photo,20,0.0061,1.394,автоматически
a3f8126d-192d-47fe-8352-87d44b137ed3,photo,1,0.0745,0.79571,автоматически
a481891a-704d-4716-ad85-339c93fe119f,photo,1,0.0026,1.18927,автоматически
a54c05a3-3b60-49fe-80b5-fab96e5ba38f,photo,23,0.0048,1.49507,автоматически
aa368fc7-c1e6-48ef-adbb-bc23da93d397,photo,6,0.0045,1.20246,автоматически
b47d6224-26d1-4166-8242-87224272ed96,photo,18,0.0056,1.27745,автоматически
b4883e78-09d7-4631-a595-b5d5a6d46c76,photo,24,0.005,1.37227,автоматически
be11452f-4d92-49fa-94a0-afdbe20f9a68,photo,9,0.0033,1.47926,автоматически
c2f6bc3f-8870-4b84-bd5e-26013852417b,photo,1,0.0021,0.87992,автоматически
c4eb3cd2-2a73-4586-8115-341d6cf65415,photo,12,0.0027,1.30527,автоматически
c7518893-5731-4246-af58-1aa537e9a7ce,photo,6,0.0021,1.04681,автоматически
c871ddc8-91b3-461f-bc96-f321f33cf483,photo,3,0.0079,1.54264,автоматически
c8bfaa3f-4172-4e35-a86a-981c9f21dee4,photo,9,0.0053,1.0003,автоматически
d2b44a46-0bef-4057-a9be-5d01e85b3299,photo,3,0.0484,0.92566,автоматически
da442e0f-a159-42b8-b72b-25abf7fd83fd,photo,3,0.0032,1.69053,автоматически
e57bdd6e-8d1c-490b-9ada-86fc939eea1f,photo,20,0.0028,1.4843,автоматически
e7c1f268-cb44-4c51-8b62-3752f84001f5,photo,18,0.0039,1.03757,автоматически
ea5a3130-d437-4ea0-9b99-e73345e1c01f,photo,9,0.011,1.14647,автоматически
ea6e48e6-4a1f-43d4-b7bd-c30d8ae60b43,photo,20,0.0038,1.32915,автоматически
eb52147b-9298-4562-bb1d-ba5acb53f656,photo,27,0.0031,1.52993,автоматически
f5a3e369-efa2-449d-aa74-6f164d6b9103,photo,9,0.0087,1.16168,автоматически
f776674d-717d-48be-9d5f-41fb057bda41,photo,27,0.0011,1.34263,автоматически
f95c25a0-7457-4e8e-87d0-de694db41dd8,photo,1,0.0498,0.99862,автоматически
fc5a9909-bd37-4bb2-b9dd-890065c1b88a,photo,19,0.0048,1.54496,автоматически
